"","female_maturity_d","litter_or_clutch_size_n","litters_or_clutches_per_y","adult_body_mass_g","maximum_longevity_y","gestation_d","weaning_d","birth_or_hatching_weight_g","weaning_weight_g","incubation_d","longevity_y","male_maturity_d","inter_litter_or_interbirth_interval_y","female_body_mass_g","male_body_mass_g","no_sex_body_mass_g","adult_svl_cm","male_svl_cm","female_svl_cm","birth_or_hatching_svl_cm","female_svl_at_maturity_cm","female_body_mass_at_maturity_g","no_sex_svl_cm","no_sex_maturity_d","Eigen.1","Eigen.2","Eigen.3","Eigen.4","Eigen.5","Eigen.6","Eigen.7","Eigen.8","Eigen.9","Eigen.10","IUCN","order","family","genus","taxonID"
"Rhinolophus_darlingi",NA,1.96,NA,8.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82187237418329,3.45614689566693,1.78254232386115,0.640466612412329,0.115932607869226,-0.00345451155021668,-0.499672387186394,2.19490901484848,0.00295212698885072,0.794253385065001,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432673"
"Rhinolophus_deckenii",NA,NA,NA,20.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82194291531824,3.45631024543458,1.78274906666391,0.640560566934672,0.115953718954674,-0.00345517757134652,-0.499799412097971,2.19555442269311,0.00295316056401113,0.794627076872874,"NT","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432662"
"Rhinolophus_denti",NA,1,1,6.15,20,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82188511761529,3.45617634783355,1.78257901187313,0.640483164847815,0.11593629573112,-0.00345462759591844,-0.499694188584413,2.19501868590035,0.00295230011624486,0.794314004868128,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432651"
"Rhinolophus_eloquens",NA,0.99,1,16.12,NA,92.54,60.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82205684144579,3.45657417906282,1.78308432922644,0.640713176698665,0.115988074507175,-0.00345626205616167,-0.500006932561536,2.19661110401854,0.00295485794802662,0.795244861650519,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432631"
"Rhinolophus_euryale",821,1,1,8.725,13,90,68.08,3.89,NA,NA,7,775.75,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,-1.82123147218224,3.45466220053081,1.78065728663931,0.639608737552567,0.115739530774316,-0.00344841723876901,-0.498506721418116,2.18897519148037,0.00294259908331021,0.790788575241279,"NT","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432621"
"Rhinolophus_euryotis",NA,NA,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82162251203097,3.45556803178732,1.78180695767571,0.640131864859588,0.115857246106423,-0.00345213261103041,-0.499217133127715,2.19259077496942,0.00294840286036639,0.792897737745978,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432677"
"Rhinolophus_ferrumequinum",778.845,0.99,1,22.875,30.5,85.62,52.935,5.72,NA,NA,30,730,0.999315537,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,-1.8214707208077,3.45521653396648,1.78136208690912,0.639929692876663,0.115811819142725,-0.00345069946274236,-0.498943800143898,2.19120198191117,0.00294617880406456,0.79209362121476,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432655"
"Rhinolophus_formosae",NA,0.99,NA,34.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8178776071301,3.44689349493194,1.77080158069561,0.635125027479605,0.114730821367915,-0.00341658215683995,-0.492421947040245,2.15801507911695,0.00289291937082583,0.77274837312989,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/4266770"
"Rhinolophus_fumigatus",NA,0.99,1,13.09,NA,92.54,60.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82203675705696,3.45652765522986,1.78302529205477,0.640686315524645,0.115982030696921,-0.00345607130462674,-0.499970465054909,2.19642552505907,0.00295456009889652,0.79513665484493,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432645"
"Rhinolophus_guineensis",NA,0.99,NA,12.195,NA,119.61,60.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82026178617012,3.45241591024087,1.77780587194414,0.638311185575493,0.115447528845398,-0.0034392007454928,-0.496744197673793,2.18000414184568,0.00292819677661864,0.785553133882285,"EN","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432634"
"Rhinolophus_hildebrandtii",NA,0.99,1,25.99,NA,92.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82172553626684,3.45580677056873,1.78211084796911,0.640270323070885,0.115888449390132,-0.00345311791017294,-0.499406026900679,2.19355377983673,0.00294995242197908,0.793463807678996,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/4266709"
"Rhinolophus_hilli",NA,0.98,NA,24.72,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,6.086,NA,NA,1.877,NA,NA,NA,NA,-1.82199425982535,3.45642922609959,1.78290051351406,0.640629568240593,0.115969269050253,-0.0034556685911914,-0.499893544170728,2.19603431178644,0.00295393272869935,0.79490913872949,"CR","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/4266704"
"Rhinolophus_hipposideros",473.63,1,1,4.585,21.2,71.255,34.1,2.1,NA,NA,21,471,0.999315537,NA,NA,NA,3.9995,NA,NA,NA,NA,NA,NA,NA,-1.82116599762544,3.45451065153543,1.78046617893004,0.639522031733738,0.115720085764016,-0.00344780413704414,-0.498390183159719,2.18838437497434,0.00294165590854014,0.790449915496523,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432614"
"Rhinolophus_imaizumii",NA,NA,NA,10.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81153275996972,3.43219740140954,1.75216524353864,0.626648279899198,0.112824202066257,-0.00335641278772116,-0.480925858445598,2.09953590079993,0.00279911425706003,0.738710643816504,NA,"Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432670"
"Rhinolophus_inops",NA,1,1,13.65,7,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81272972992636,3.43496967915392,1.75567902997932,0.628246163794219,0.11318350905159,-0.00336775094581724,-0.483091156402834,2.11054720558436,0.00281676975977213,0.745111167619257,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432648"
"Rhinolophus_keyensis",NA,1,NA,6.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82122081477522,3.45463760101565,1.78062696683223,0.639595125524133,0.115736515678294,-0.00344832253329249,-0.498489117292102,2.18888726920303,0.00294246174506501,0.790741651087835,"DD","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432638"
"Rhinolophus_landeri",NA,0.99,NA,9.39,NA,119.61,60.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82099141981927,3.45410611454134,1.7799513815503,0.639287508269234,0.115667240275518,-0.00344613551656442,-0.498070365350343,2.18675415766391,0.00293903332187956,0.789492316759356,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432628"
"Rhinolophus_lepidus",NA,1,NA,5.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82160885991308,3.45553643349153,1.7817671211145,0.640113792243116,0.115853193271837,-0.00345200482615137,-0.499192843520947,2.19246762539425,0.00294820623154515,0.792827085737325,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432618"
"Rhinolophus_luctus",NA,0.99,NA,34.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81833213511004,3.44794622811207,1.77213599573179,0.635731870136317,0.114867284172213,-0.00342088837992308,-0.49324438430191,2.16219765887396,0.00289962615585504,0.775180088163481,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432674"
"Rhinolophus_maclaudi",NA,0.98,NA,35.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82202917011161,3.45651008650362,1.78300305727372,0.640676211062453,0.115979760312566,-0.00345599967790159,-0.499956804494762,2.19635611676911,0.00295444894649845,0.79509646627235,"EN","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432663"
"Rhinolophus_macrotis",NA,0.98,NA,6.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82194444174723,3.45631373724916,1.78275304369867,0.640562282898021,0.115954080578388,-0.00345518874984564,-0.499801288922081,2.19556310290727,0.0029531725026388,0.794629821247469,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432652"
"Rhinolophus_madurensis",NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82180305786413,3.45598621161245,1.78233720410715,0.640373035937792,0.115911487928813,-0.00345384435071256,-0.499544145283045,2.19425411637951,0.00295107067858494,0.793865501939574,"VU","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/4266773"
"Rhinolophus_malayanus",NA,NA,NA,6.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82110350786719,3.45436589654248,1.78028246264779,0.639438437505773,0.115701275442552,-0.00344721044142979,-0.498276665761088,2.18780664464186,0.00294072854448252,0.790112910471451,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432642"
"Rhinolophus_marshalli",NA,NA,NA,5.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82184749665095,3.45608919278396,1.78246831793825,0.640432779836934,0.115924953501099,-0.00345426956477423,-0.499625680094232,2.19466984458404,0.00295173974295096,0.794110011588945,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432632"
"Rhinolophus_megaphyllus",730.5,1,1,8.65,7.5,125.14,56.61,1.29,NA,NA,7.5,730.5,NA,NA,NA,NA,NA,NA,NA,2.502,NA,NA,NA,NA,-1.8212143481889,3.45462259765067,1.78060768052141,0.63958629959367,0.115734516530971,-0.00344825930975792,-0.498476889265818,2.18882457121931,0.00294236004082849,0.790703846056746,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432622"
"Rhinolophus_mehelyi",NA,2,1,14.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,-1.82138737821791,3.45502335916717,1.78111574000113,0.639817359858438,0.115786479422332,-0.00344989908624263,-0.498790105347354,2.19041758946421,0.00294491475074011,0.791630362672645,"VU","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432667"
"Rhinolophus_mitratus",NA,NA,NA,27.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82112636378749,3.45441883948806,1.78034963627409,0.639468998830165,0.115708151322973,-0.00344742744987806,-0.498318148202813,2.18801772847395,0.00294106729377909,0.790235950225943,"DD","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432656"
"Rhinolophus_monoceros",NA,1,NA,7.38,NA,NA,41.85,2.57,6.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81153275996972,3.43219740140954,1.75216524353864,0.626648279899198,0.112824202066258,-0.00335641278772046,-0.480925858445598,2.09953590079993,0.00279911425705962,0.738710643816504,NA,"Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432646"
"Rhinolophus_montanus",NA,NA,NA,10.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82149756424366,3.45527853309429,1.78143889997927,0.639964260704593,0.11581949767261,-0.00345094085829459,-0.498988901771796,2.19142801620039,0.00294653366199112,0.792216281839667,"EN","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/4266843"
"Rhinolophus_nereis",NA,NA,NA,13.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82104372273738,3.45422738556271,1.78010645238563,0.639358304477193,0.115683232114143,-0.00344664083998744,-0.498167628856123,2.18725129288308,0.00293983612838745,0.789787823195615,"DD","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432635"
"Rhinolophus_osgoodi",NA,NA,NA,12.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82152616268584,3.45534479852742,1.78152318817906,0.640002651539746,0.115828146275593,-0.00345121392222105,-0.499041217109959,2.19169461254702,0.00294696238016668,0.792372691607399,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432615"
"Rhinolophus_paradoxolophus",NA,1,NA,8.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA,-1.82182020168698,3.45602604864217,1.78238903718637,0.640396881974664,0.115916921800438,-0.00345401650730001,-0.499577781571167,2.19442769601177,0.00295135475343184,0.793973046941344,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432671"
"Rhinolophus_pearsonii",NA,NA,NA,11.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82179687989597,3.45597191948045,1.78231925850287,0.640364909831725,0.115909669660411,-0.00345378706019546,-0.499533299032431,2.19419927377005,0.00295098345765579,0.793834443715221,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432658"
"Rhinolophus_philippinensis",NA,NA,NA,10.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82140657367485,3.45506775565676,1.78117137644057,0.639842529779874,0.115792105125536,-0.00345007628169215,-0.498823583346234,2.19058662891073,0.00294518302956867,0.791725424694233,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432649"
"Rhinolophus_pusillus",NA,1,NA,5,NA,NA,41.85,2.57,6.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82137103205403,3.45498554075633,1.78106821980452,0.639795834169991,0.115781660811985,-0.00344974723925379,-0.498761333486683,2.19027202200674,0.00294468303283797,0.791547666747374,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432639"
"Rhinolophus_rex",NA,NA,NA,32.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82184830089594,3.45609104821614,1.78247059539381,0.64043380035338,0.115925179042514,-0.00345427664426453,-0.499626990753208,2.19467637286318,0.00295174990029178,0.794113450770936,"EN","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432619"
"Rhinolophus_robinsoni",NA,NA,NA,8.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82169402041364,3.45573375435064,1.78201806656189,0.640228082911467,0.115878938579203,-0.00345281767094863,-0.499348557264526,2.1932610899035,0.0029494821330841,0.793292538470781,"NT","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432675"
"Rhinolophus_rouxii",451.11,0.99,1,12.25,5,123.54,59.42,2.86,11,NA,5,NA,NA,9.9,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82188199862317,3.45616910529682,1.78256963740323,0.640478861158046,0.115935317250323,-0.00345459661566435,-0.499688156234303,2.19498761633913,0.00295224938923403,0.794294872048222,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432664"
"Rhinolophus_ruwenzorii",NA,0.98,NA,30.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82202436168711,3.45649894338666,1.78298886777336,0.64066974492001,0.115978302787027,-0.0034559536510518,-0.499947977351424,2.19631110388573,0.00295437649132157,0.795069976956603,"EN","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/4266796"
"Rhinolophus_sedulus",NA,NA,NA,8.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82071008966636,3.45345436540452,1.77912360426538,0.638910730243817,0.115582425511061,-0.00344345826372115,-0.497558119983434,2.1841460225544,0.00293484419743418,0.78796794245211,"NT","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432643"
"Rhinolophus_shameli",NA,NA,NA,8.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82132866434995,3.45488728343828,1.78094234596995,0.639738320219049,0.115768656864185,-0.00344933621116218,-0.49868208822263,2.1898665434518,0.00294402723682618,0.791305472098459,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432623"
"Rhinolophus_shortridgei",NA,1,NA,5.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82157056818212,3.45544772830527,1.78165450059391,0.640062539784161,0.115841658387635,-0.0034516407396835,-0.499123206802714,2.19211314843961,0.00294763707128015,0.79262012989556,"DD","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/4266768"
"Rhinolophus_siamensis",NA,0.98,NA,7.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82193890773693,3.45630091973956,1.78273679481189,0.640554893153493,0.11595241873155,-0.00345513630773197,-0.499791272197359,2.19551215903669,0.00295309080754657,0.794600195936019,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/4266763"
"Rhinolophus_silvestris",NA,NA,NA,21.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82193689520846,3.45629625795207,1.78273087976714,0.640552201979514,0.115951813233508,-0.00345511719748922,-0.499787618869701,2.1954935678571,0.0029530609691009,0.794589354931592,"DD","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432612"
"Rhinolophus_simulator",NA,0.99,NA,8.13,NA,91.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82196761308737,3.45636747289511,1.78282186163893,0.640593723544331,0.115961188563452,-0.00345541341222374,-0.499844597755137,2.19578469250226,0.00295353087873726,0.794762190692227,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432657"
"Rhinolophus_sinicus",451.11,0.99,1,10.255,5,123.54,59.42,2.86,11,NA,5,NA,NA,9.9,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82188737184373,3.45618154142243,1.78258531095901,0.64048597048579,0.115936911155076,-0.00345464686710421,-0.499697703177554,2.19503600068393,0.00295232659349018,0.794322565168122,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/7261959"
"Rhinolophus_stheno",NA,0.99,1,7.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82101862326812,3.45416909532595,1.78003095367675,0.639323640743336,0.11567535133591,-0.00344639133295428,-0.498119071567268,2.18700134737519,0.00293942851823894,0.789634659206393,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432636"
"Rhinolophus_subbadius",NA,NA,NA,5.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81790720059456,3.4469618285357,1.77088607211453,0.635163016960682,0.114739251357007,-0.00341684709537617,-0.49247136109916,2.15826244944786,0.00289330712335417,0.772881972702422,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432625"
"Rhinolophus_subrufus",NA,NA,NA,24.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82081741828788,3.45370301894333,1.77943950181555,0.639054534100282,0.115614800974507,-0.0034444802658377,-0.497753707821958,2.18514202074708,0.00293644427570201,0.788550442019021,"DD","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432616"
"Rhinolophus_swinnyi",NA,0.99,1,6.3,20,91.24,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82175375280066,3.45587204166691,1.78219275098693,0.640307399131724,0.115896742449388,-0.00345337918169657,-0.499455459050878,2.19380361868636,0.00295034951166364,0.793605002040858,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432672"
"Rhinolophus_thomasi",NA,NA,NA,8.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8218490012309,3.45609265994166,1.78247253232264,0.640434659422455,0.115925366542625,-0.00345428250657567,-0.499628050251389,2.19468156063393,0.00295175776207679,0.794115938993648,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432660"
"Rhinolophus_trifoliatus",365.25,1,NA,15.16,NA,NA,NA,3.5,NA,NA,NA,365.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82128977797809,3.45479729696135,1.78082908604422,0.63968697886016,0.115757154612012,-0.0034489736583378,-0.498613300360478,2.18951823339456,0.00294347217624147,0.791106959208643,"NT","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432650"
"Rhinolophus_virgo",NA,NA,NA,6.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82118894558468,3.45456375666971,1.78053303472193,0.639552341149379,0.115726876997736,-0.00344801820619386,-0.498430808208933,2.18859011278202,0.00294198384035873,0.79056725512826,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432640"
"Rhinolophus_yunanensis",NA,NA,NA,19.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8219554899898,3.45633941967174,1.78278655957049,0.640577722174811,0.115957604007918,-0.00345530042929155,-0.499823164174256,2.19567617131842,0.00295335795863355,0.794700357472851,"LC","Chiroptera","Rhinolophidae","Rhinolophus","http://www.gbif.org/species/2432629"
"Rhinopoma_hardwickii",273.96,0.995,1,12,NA,98.28,36.02,2.5,9.68,NA,NA,502.26,0.999315537,NA,NA,NA,5.98,NA,NA,NA,NA,NA,NA,NA,-1.73909280355006,3.26437674294199,1.53901781560175,0.529633331264814,0.0909869990237561,-0.00266711965869257,-0.349068735416354,1.42830449824092,0.00172138536389399,0.347003482098892,"LC","Chiroptera","Rhinopomatidae","Rhinopoma","http://www.gbif.org/species/5707278"
"Rhinopoma_microphyllum",689.7,1,1,28.02,NA,120.435,31.3,4.99,NA,NA,NA,730.5,0.999315537,NA,NA,NA,6.182,NA,NA,NA,NA,NA,NA,NA,-1.738958378924,3.2640686379538,1.53866042530231,0.529477585372477,0.0909537409757501,-0.00266608704961621,-0.348890110082027,1.42745776973411,0.00172016763517064,0.346672014109599,"LC","Chiroptera","Rhinopomatidae","Rhinopoma","http://www.gbif.org/species/5218749"
"Rhinopoma_muscatellum",NA,NA,NA,9.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.73907892017734,3.26434492084698,1.53898089362755,0.529617239299369,0.0909835622777683,-0.00266701294890835,-0.349050271966253,1.42821696356757,0.00172125944816409,0.34696919162692,"LC","Chiroptera","Rhinopomatidae","Rhinopoma","http://www.gbif.org/species/5218748"
"Thyroptera_discifera",NA,NA,NA,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,-2.05784067499467,4.03458737334668,3.14424537366074,1.63219589615647,0.828585342668979,-0.0699269558909617,0.722483637470007,-1.26131425738848,0.00522468378913583,-0.17024700608836,"LC","Chiroptera","Thyropteridae","Thyroptera","http://www.gbif.org/species/2432774"
"Thyroptera_tricolor",NA,0.98,2,4.52,NA,154.24,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,1.8,NA,NA,NA,NA,-2.05765662310644,4.03413713043967,3.14322547314537,1.63147610730637,0.828093493354153,-0.0698819381498821,0.721781833332615,-1.25977139870834,0.00521612322824439,-0.169746051676262,"LC","Chiroptera","Thyropteridae","Thyroptera","http://www.gbif.org/species/2432773"
"Antrozous_pallidus",365,2,NA,22,14.8,60.505,50,3.1,13.16,NA,9.1,365,NA,21.4,18.85,22,NA,NA,NA,NA,NA,NA,NA,365.25,-2.11425537552952,4.17081648152306,3.42449556921637,1.82232825753782,0.952935819454906,-0.0811605754843632,0.884646460863786,-1.59803892506075,0.00689378161430926,-0.174221383132817,"LC","Chiroptera","Vespertilionidae","Antrozous","http://www.gbif.org/species/2432339"
"Arielulus_circumdatus",NA,NA,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1527387966991,4.26348324083473,3.61101065567324,1.94777377020108,1.03430132089677,-0.0884964039971921,0.990191512724075,-1.81963025370678,0.00805703359911155,-0.238942090633206,"LC","Chiroptera","Vespertilionidae","Arielulus","http://www.gbif.org/species/4265946"
"Arielulus_cuprosus",NA,NA,NA,6.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.13770169875082,4.22725855504367,3.53786990891491,1.89853605141887,1.00235646600942,-0.0856167495608824,0.94895309909825,-1.73383301869032,0.00762051231384133,-0.224887280292642,"VU","Chiroptera","Vespertilionidae","Arielulus","http://www.gbif.org/species/4265949"
