"","female_maturity_d","litter_or_clutch_size_n","litters_or_clutches_per_y","adult_body_mass_g","maximum_longevity_y","gestation_d","weaning_d","birth_or_hatching_weight_g","weaning_weight_g","incubation_d","longevity_y","male_maturity_d","inter_litter_or_interbirth_interval_y","female_body_mass_g","male_body_mass_g","no_sex_body_mass_g","adult_svl_cm","male_svl_cm","female_svl_cm","birth_or_hatching_svl_cm","female_svl_at_maturity_cm","female_body_mass_at_maturity_g","no_sex_svl_cm","no_sex_maturity_d","Eigen.1","Eigen.2","Eigen.3","Eigen.4","Eigen.5","Eigen.6","Eigen.7","Eigen.8","Eigen.9","Eigen.10","IUCN","order","family","genus","taxonID"
"Bison_bonasus",912,1,1,624577.07,33.5,274,273.16,20000,158000,NA,27,821,1.493155373,NA,731400,NA,290,NA,NA,NA,NA,NA,NA,NA,-1.616728981418,2.91178419535571,-0.911734663752306,-2.55060576611665,-6.59983963416536,1.45068798421898,2.8735242011147,-0.102020910988605,0.0650982056816014,-0.542297887548086,"NT","Artiodactyla","Bovidae","Bison","http://www.gbif.org/species/2441184"
"Bos_frontalis",600.485,1.17,0.9,812571.525,26.2,274.76636,137,23000,NA,NA,26.2,550,1.419603012,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,-1.61709080690774,2.91258021188307,-0.91234972276419,-2.55278755896149,-6.60686796221239,1.45232507509424,2.87782186188854,-0.102197991370649,0.0652333809473155,-0.543826863292313,NA,"Artiodactyla","Bovidae","Bos","http://www.gbif.org/species/2441025"
"Bos_grunniens",746.91586,1,0.775,583500,26.3,272.01084,228,18000,NA,NA,25,738,NA,350000,1e+06,NA,325,NA,NA,NA,NA,NA,NA,NA,-1.61711385229488,2.91263093785265,-0.912389080164884,-2.55292743099988,-6.60731950869175,1.45243032110967,2.87809918767072,-0.102209446136406,0.0652421551295039,-0.543926848870931,NA,"Artiodactyla","Bovidae","Bos","http://www.gbif.org/species/2441019"
"Bos_javanicus",753.66772,1.22,1,683333.335,27.1,295.89,296.571,NA,NA,NA,27.03333333,NA,NA,NA,NA,NA,216.25,NA,NA,NA,NA,NA,NA,NA,-1.61379114277954,2.90532010696675,-0.906734790821532,-2.53286134577539,-6.54264709934934,1.4373640445598,2.83851265910357,-0.100577387004279,0.0639952944663706,-0.529798324860389,"EN","Artiodactyla","Bovidae","Bos","http://www.gbif.org/species/2441027"
"Bos_sauveli",755.15,1,NA,795660.88,20,260,NA,NA,NA,NA,11.37083333,NA,1,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,-1.61328069686395,2.90419731648419,-0.905868437649892,-2.52979004762241,-6.53276047827831,1.43506168152434,2.83247615730457,-0.100328864744904,0.0638058056995146,-0.527660472408752,"CR","Artiodactyla","Bovidae","Bos","http://www.gbif.org/species/2441018"
"Bos_taurus",548,1,1,618642.42,20,277,182.64,10433,NA,NA,20,365.25,1,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,-1.61710264010865,2.91260630583854,-0.912370265006527,-2.55286103470579,-6.60710691435997,1.45238089322671,2.8779708105339,-0.102204193600431,0.0652381856772004,-0.543882934769948,NA,"Artiodactyla","Bovidae","Bos","http://www.gbif.org/species/2441022"
"Boselaphus_tragocamelus",815,1.5,1.05,180000,21.7,255,NA,5875,NA,NA,21.68333333,NA,1.047912389,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,-1.61899868445828,2.91678008466872,-0.915610730153954,-2.56438070266695,-6.64430844519363,1.46105269780758,2.90083512585889,-0.103148968457793,0.0659622843480216,-0.552144806984822,"LC","Artiodactyla","Bovidae","Boselaphus","http://www.gbif.org/species/2441133"
"Bubalus_bubalis",553.53384,1.375,1,827250.485,34.9,314.83246,228.135,37500,NA,NA,31.88333333,NA,1.249144422,NA,NA,NA,282.476,NA,NA,NA,NA,NA,NA,NA,-1.61765919980729,2.91383139583827,-0.913320973062621,-2.55624005576017,-6.61801652540947,1.45492377961416,2.88467270775327,-0.102481048650337,0.0654502947805359,-0.546301126231001,NA,"Artiodactyla","Bovidae","Bubalus","http://www.gbif.org/species/7422937"
"Bubalus_depressicornis",742.575,1,1,205994.635,36.1,300,NA,NA,NA,NA,36.08,730,NA,NA,NA,NA,172.858,NA,NA,NA,NA,NA,NA,NA,-1.61776305908019,2.91405967117466,-0.913496009589731,-2.55685881169174,-6.62000173574816,1.45538562290947,2.88587654033304,-0.102530419856639,0.0654877320178264,-0.546718408281489,"EN","Artiodactyla","Bovidae","Bubalus","http://www.gbif.org/species/8085503"
"Bubalus_mindorensis",755.15,1,0.75,243861.535,28,302.9273,NA,NA,NA,NA,28,NA,2.997946612,NA,NA,NA,219.999,NA,NA,NA,NA,NA,NA,NA,-1.61734194435567,2.91313288406074,-0.912777816194166,-2.55430782383704,-6.61177159393771,1.45346771231808,2.88082826039093,-0.102322049057615,0.0653282785137788,-0.544905121745944,"CR","Artiodactyla","Bovidae","Bubalus","http://www.gbif.org/species/7349281"
"Bubalus_quarlesi",755.15,1,1,165859.43,29.2,294.99,NA,NA,NA,NA,29.10833333,NA,NA,NA,NA,NA,157.797,NA,NA,NA,NA,NA,NA,NA,-1.6177270691697,2.9139806277433,-0.91343577530326,-2.55664648584661,-6.61932276986901,1.4552278271366,2.88546766369654,-0.102513717091568,0.0654751383840151,-0.546579817224254,"EN","Artiodactyla","Bovidae","Bubalus","http://www.gbif.org/species/7846959"
"Budorcas_taxicolor",913.08,1.17,1,294515.33,21.9,235.6,118.55,6000,NA,NA,19.58333333,730,0.999315537,NA,NA,NA,205.3,NA,NA,NA,NA,NA,NA,NA,-1.62172834503186,2.92278746694285,-0.920265748070487,-2.58091462965623,-6.69764929712275,1.4734828454027,2.9335513231311,-0.104499287183002,0.0669955296028798,-0.563892780496729,"VU","Artiodactyla","Bovidae","Budorcas","http://www.gbif.org/species/2441046"
"Capra_caucasica",889.94864,1.1,0.89,69546.83,22.3,164.25322,182.616,2850,15691.695,NA,20.5375,1085,1.41889117,NA,75000,NA,165,NA,NA,NA,NA,NA,NA,NA,-1.62191479001671,2.9231975806006,-0.920582223510154,-2.58203661323717,-6.70126120206952,1.47432398826475,2.93575692671032,-0.104590098524669,0.0670647777397299,-0.564674274294277,"EN","Artiodactyla","Bovidae","Capra","http://www.gbif.org/species/2441051"
"Capra_falconeri",745.341,2,NA,41000,19.1,163.06848,167.145,NA,NA,NA,13,NA,NA,NA,NA,NA,169.5,NA,NA,NA,NA,NA,NA,NA,-1.6219208201835,2.92321087992498,-0.920592705778843,-2.58207412703925,-6.70138328091454,1.47435251101574,2.93583312783069,-0.104593274029253,0.0670672405211517,-0.564703088481276,"NT","Artiodactyla","Bovidae","Capra","http://www.gbif.org/species/2441050"
"Capra_hircus",446.488,1.5,1,60500,20.8,155.5,159.02,2250,NA,NA,20.8,685,1.117043121,NA,NA,NA,160,NA,NA,37.556,NA,NA,NA,NA,-1.62219610965758,2.92381665478768,-0.921061632629593,-2.5837389270386,-6.70675135045908,1.47560324686979,2.93912207416366,-0.10472894092364,0.0671709647455307,-0.565880329284361,NA,"Artiodactyla","Bovidae","Capra","http://www.gbif.org/species/2441056"
"Capra_ibex",817.77,1.18,0.8,77000,22.3,169,228.27,2791.43,15691.695,NA,20.875,1256,1.41889117,NA,75000,NA,170,NA,NA,NA,NA,NA,NA,NA,-1.62184261629599,2.92303857830615,-0.920457990401441,-2.58159372029077,-6.69982626263711,1.47398917002346,2.93486914972259,-0.104553280843381,0.0670364150061014,-0.564347098905488,"LC","Artiodactyla","Bovidae","Capra","http://www.gbif.org/species/2441055"
"Capra_nubiana",817.77,1.11,0.8,70523.415,22.3,169,228.27,2791.43,15691.695,NA,18.89166667,1256,1.41889117,NA,75000,NA,170,NA,NA,NA,NA,NA,NA,NA,-1.62213427660374,2.92368058132567,-0.92095623788994,-2.58336465335954,-6.70554415737024,1.47532195053932,2.93838198265006,-0.104698402048016,0.0671476047410321,-0.565614915496719,"VU","Artiodactyla","Bovidae","Capra","http://www.gbif.org/species/2441049"
"Capra_pyrenaica",NA,1.5,NA,60898.77,16,150,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,-1.6218484554878,2.92305145266813,-0.920468114168819,-2.58162991415579,-6.6999439093519,1.47401664767384,2.93494241407676,-0.104556330131419,0.0670387757915924,-0.564374619984661,"LC","Artiodactyla","Bovidae","Capra","http://www.gbif.org/species/2441054"
"Capra_sibirica",797,1.18,0.8,82500,22.3,170.45,228.27,2850,15691.695,NA,20.9,1541.125,1.338809035,35000,80000,NA,170,NA,NA,NA,NA,NA,NA,NA,-1.62184319531986,2.92303983526673,-0.920458855802852,-2.58159662060683,-6.69983497184851,1.4739911538074,2.93487367678781,-0.104553448990199,0.0670365234039885,-0.564347830974139,"NT","Artiodactyla","Bovidae","Capra","http://www.gbif.org/species/2441052"
"Capra_walie",797,1.1,0.8,80000,22.3,167.5,228.27,2791.43,15691.695,NA,18.89166667,810.625,1.41889117,NA,75000,NA,170,NA,NA,NA,NA,NA,NA,365.25,-1.62210376940961,2.92361343850144,-0.920904189740316,-2.58317975310767,-6.70494751762714,1.47518290526477,2.93801587860671,-0.104683287841275,0.0671360354442855,-0.565483268212215,"VU","Artiodactyla","Bovidae","Capra","http://www.gbif.org/species/2441048"
"Capricornis_crispus",1041.615,1,0.83,43030.64,24,215,59.27,3505.245,NA,NA,19.79166667,638.82,1.498973306,37115,27895,37000,180,NA,NA,NA,NA,NA,NA,NA,-1.62161546464229,2.92253865663764,-0.920070533883651,-2.58021739561067,-6.69538548647666,1.47295428416263,2.93214465398897,-0.104440810828239,0.0669503308892813,-0.563367649483034,"LC","Artiodactyla","Bovidae","Capricornis","http://www.gbif.org/species/4262615"
"Capricornis_milneedwardsii",912,1,1,95000,21,228.27,166.34,3800,NA,NA,19.75,1004,NA,NA,NA,NA,162.4995,NA,NA,NA,NA,NA,NA,NA,-1.62161319429418,2.92253347514201,-0.920065359643902,-2.58019716367374,-6.69531328825348,1.47293697006871,2.93209164628536,-0.104438422406615,0.0669482856563916,-0.56333900809434,NA,"Artiodactyla","Bovidae","Capricornis","http://www.gbif.org/species/7261423"
"Capricornis_rubidus",912,1,1,95000,21,228.27,166.34,3800,NA,NA,19.75,1004,NA,NA,NA,NA,162.4995,NA,NA,NA,NA,NA,NA,NA,-1.62164910671821,2.92261260704836,-0.920127282862148,-2.58041807376501,-6.69602959409402,1.4731041482528,2.93253554472256,-0.104456848543011,0.0669624988099953,-0.563503427198838,"NT","Artiodactyla","Bovidae","Capricornis","http://www.gbif.org/species/4262619"
"Capricornis_sumatraensis",912,1,1,95000,21,228.27,166.34,3800,NA,NA,19.75,1004,NA,NA,NA,NA,162.4995,NA,NA,NA,NA,NA,NA,NA,-1.62167377349709,2.92266694863108,-0.920169739028483,-2.58056942876868,-6.69651997095417,1.4732185693198,2.93283894245739,-0.104469431433853,0.0669721928489868,-0.563615280966519,"VU","Artiodactyla","Bovidae","Capricornis","http://www.gbif.org/species/4262616"
"Capricornis_swinhoei",1041.615,1,0.83,43030.64,24,215,59.27,3505.245,NA,NA,18.58333333,638.82,1.498973306,37115,27895,37000,180,NA,NA,NA,NA,NA,NA,NA,-1.62160202171864,2.92250903785474,-0.92004737016602,-2.58013478072279,-6.69511768331083,1.47289178709918,2.93197878825755,-0.104433927806691,0.0669450237214241,-0.563306303561841,"LC","Artiodactyla","Bovidae","Capricornis","http://www.gbif.org/species/4262612"
"Capricornis_thar",912,1,1,95000,21,228.27,166.34,3800,NA,NA,19.75,1004,NA,NA,NA,NA,162.4995,NA,NA,NA,NA,NA,NA,NA,-1.62155465393194,2.9224046305695,-0.919965456186814,-2.57984221796768,-6.69416779169065,1.47267000451301,2.93138856707873,-0.10440939212367,0.0669260593556276,-0.563085973814225,NA,"Artiodactyla","Bovidae","Capricornis","http://www.gbif.org/species/4262618"
"Cephalophus_adersi",NA,1,1.37,10000,15.2,166.485,NA,1877.445,NA,NA,15,NA,0.643394935,NA,NA,NA,78.614,NA,NA,NA,NA,NA,NA,NA,-1.61261666619959,2.90272886205448,-0.904686210042232,-2.52551993991523,-6.51871891537006,1.43177076155521,2.82352888025926,-0.0999518647010657,0.0635089515666602,-0.524077361648005,"VU","Artiodactyla","Bovidae","Cephalophus","http://www.gbif.org/species/2441165"
"Cephalophus_brookei",NA,1,NA,19193.21,NA,121.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,-1.61244099808349,2.90234268582955,-0.904389668838174,-2.52447099056336,-6.51535100299105,1.43098707053884,2.8214835534244,-0.0998679147531909,0.0634452225605254,-0.523365358603577,NA,"Artiodactyla","Bovidae","Cephalophus","http://www.gbif.org/species/4262456"
"Cephalophus_callipygus",NA,NA,NA,19079.23,NA,NA,NA,2800,NA,NA,NA,NA,NA,NA,NA,NA,101.428,NA,NA,NA,NA,NA,NA,NA,-1.61301526931181,2.90360537045395,-0.905360831883932,-2.52790879092916,-6.52639840799381,1.43355840407839,2.82820468057167,-0.100144062839384,0.0636551627309505,-0.525718603874931,"LC","Artiodactyla","Bovidae","Cephalophus","http://www.gbif.org/species/2441170"
"Cephalophus_dorsalis",578,1,NA,11600,17.5,236,NA,1610,NA,NA,17.08,NA,NA,NA,NA,NA,84.999,NA,NA,NA,NA,NA,NA,NA,-1.6126424158135,2.90278598558911,-0.904733321009707,-2.52569182327577,-6.51929044470096,1.43190514841764,2.82390084455512,-0.0999677094377397,0.063521609906043,-0.52423450488269,"NT","Artiodactyla","Bovidae","Cephalophus","http://www.gbif.org/species/2441158"
"Cephalophus_jentinki",NA,1,NA,69244.92,21.29166667,NA,NA,4581.46,NA,NA,21,NA,NA,NA,NA,NA,134.999,NA,NA,NA,NA,NA,NA,NA,-1.6128813385133,2.90331107803905,-0.905135670277093,-2.52711365492288,-6.52385038248161,1.4329658467654,2.82666352066284,-0.10008095092958,0.0636074098390005,-0.525188994535922,"EN","Artiodactyla","Bovidae","Cephalophus","http://www.gbif.org/species/2441159"
"Cephalophus_leucogaster",NA,1,NA,12954.345,5.33,NA,NA,NA,NA,NA,5.3275,NA,NA,NA,NA,NA,93.932,NA,NA,NA,NA,NA,NA,NA,-1.61277461930651,2.90307619415157,-0.904953546695045,-2.52646659198776,-6.52176215974839,1.4324791732467,2.82538183075842,-0.100028030064519,0.0635668927942824,-0.52472774522559,"NT","Artiodactyla","Bovidae","Cephalophus","http://www.gbif.org/species/2441167"
"Cephalophus_natalensis",NA,1,1.37,10000,15.2,212.97,NA,954.89,NA,NA,15.14166667,NA,0.643394935,NA,NA,NA,78.614,NA,NA,NA,NA,NA,NA,NA,-1.61284938226214,2.90324054570613,-0.905079738591784,-2.52691294900856,-6.52319522954773,1.43281263422247,2.82625204519458,-0.100063745872719,0.0635940037223756,-0.525030589830787,"LC","Artiodactyla","Bovidae","Cephalophus","http://www.gbif.org/species/2441168"
"Cephalophus_niger",NA,1,NA,18100,14.8,127.8312,89.49,1940,NA,NA,14.55833333,NA,NA,NA,NA,NA,104.18,NA,NA,NA,NA,NA,NA,NA,-1.61270440985588,2.9029217890459,-0.904834593394007,-2.52604519604191,-6.52040681872329,1.43216362779205,2.82455576610295,-0.0999940554881618,0.0635410263895099,-0.524436878076233,"LC","Artiodactyla","Bovidae","Cephalophus","http://www.gbif.org/species/2441157"
"Cephalophus_nigrifrons",NA,NA,NA,13900,19.7,NA,NA,NA,NA,NA,19.66666667,NA,NA,NA,NA,NA,94.421,NA,NA,NA,NA,NA,NA,NA,-1.61291576305951,2.90338651597051,-0.905192101827989,-2.52731085408904,-6.52447447819587,1.43311042626635,2.82703106474089,-0.100095770421647,0.0636183692727055,-0.525304189581846,"LC","Artiodactyla","Bovidae","Cephalophus","http://www.gbif.org/species/2441154"
"Cephalophus_ogilbyi",NA,1,NA,19193.21,NA,121.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,-1.61299617076662,2.90356339286891,-0.905328643283417,-2.52779500413375,-6.52603334155651,1.43347347496947,2.82798332213407,-0.100134985227253,0.0636482803205349,-0.525641926348388,"LC","Artiodactyla","Bovidae","Cephalophus","http://www.gbif.org/species/2441169"
"Cephalophus_rufilatus",419.40808,1,NA,12500,15.2,233.99,85.59,965,NA,NA,15.14166667,270,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,-1.61299770023769,2.90356671157424,-0.905330917984573,-2.52780260805985,-6.52605609463707,1.43347865141498,2.82799503426202,-0.100135416977695,0.0636485545734982,-0.525643652214514,"LC","Artiodactyla","Bovidae","Cephalophus","http://www.gbif.org/species/2441161"
"Cephalophus_silvicultor",NA,1,1,62006.6,22.5,165.26748,38,2400,20512.5,NA,22.45833333,NA,0.837782341,NA,NA,NA,161.238,NA,NA,NA,NA,NA,NA,NA,-1.61276104275007,2.90304667466975,-0.904932925507906,-2.52639695095034,-6.52155094663503,1.43243090487238,2.8252692346469,-0.100023772395043,0.0635640575056804,-0.524705965108781,"NT","Artiodactyla","Bovidae","Cephalophus","http://www.gbif.org/species/2441163"
"Cephalophus_spadix",NA,NA,NA,56857.02,5.42,NA,NA,NA,NA,NA,5.414166667,NA,NA,NA,NA,NA,117.448,NA,NA,NA,NA,NA,NA,NA,-1.61257734510157,2.90264295735583,-0.90462360528329,-2.52530390813368,-6.51804561169224,1.43161553065443,2.82314567877785,-0.0999367323148889,0.0634981138650164,-0.523972466031723,"EN","Artiodactyla","Bovidae","Cephalophus","http://www.gbif.org/species/2441156"
"Cephalophus_weynsi",NA,1,1.37,10000,15.25,212.97,NA,954.89,NA,NA,15.2,NA,0.643394935,NA,NA,NA,78.614,NA,NA,NA,NA,NA,NA,NA,-1.61300798250932,2.90358935363083,-0.90534854486051,-2.52786534755345,-6.52625899371106,1.43352596832706,2.82812010326777,-0.100140593403193,0.0636525311387159,-0.525689255031374,"LC","Artiodactyla","Bovidae","Cephalophus","http://www.gbif.org/species/2441162"
"Cephalophus_zebra",NA,1,NA,15654.75,12.17,225.62346,13.64,1706.245,NA,NA,12.15583333,NA,NA,NA,NA,NA,87.499,NA,NA,NA,NA,NA,NA,NA,-1.6129210119587,2.90339819812916,-0.905201972513883,-2.52734722327853,-6.52459670848369,1.43313925619875,2.8271122095715,-0.100099261699429,0.0636211950983468,-0.525340145919644,"VU","Artiodactyla","Bovidae","Cephalophus","http://www.gbif.org/species/2441164"
"Connochaetes_gnou",763,1,NA,132250,21.8,258.723,228,11000,NA,NA,20,1095.75,1,NA,NA,NA,211.0895,NA,NA,NA,NA,NA,NA,NA,-1.62172640053165,2.92278239822134,-0.920256884307713,-2.5808752751105,-6.69749297546736,1.47344434528844,2.93341858065604,-0.104492963744202,0.0669897772217606,-0.56380488348111,"LC","Artiodactyla","Bovidae","Connochaetes","http://www.gbif.org/species/2441106"
"Connochaetes_taurinus",515.9472,1,1,180500,24.7,253,256.32,18084.68,51125.665,NA,22.9,912,0.999315537,NA,227000,196500,220.7495,NA,NA,NA,NA,NA,NA,NA,-1.62168631851734,2.92269417754104,-0.920188467002392,-2.58063217596348,-6.69670836032732,1.47326148028613,2.93293690926305,-0.104473073333993,0.0669745463846994,-0.563631434508376,"LC","Artiodactyla","Bovidae","Connochaetes","http://www.gbif.org/species/2441105"
"Damaliscus_korrigum",639.156,1,0.585,118597.435,23.6,238,NA,11100,NA,NA,23.54166667,NA,NA,NA,NA,NA,187.5,NA,NA,NA,NA,NA,NA,NA,-1.62137326326687,2.92200570202081,-0.919658043658432,-2.5787530767944,-6.69066432769993,1.47185431009312,2.92925270979663,-0.104321536345617,0.066859158571973,-0.562333405256769,NA,"Artiodactyla","Bovidae","Damaliscus","http://www.gbif.org/species/7261430"
"Damaliscus_lunatus",639.078,1,0.585,119000,23.6,238,NA,11100,NA,NA,23.57083333,NA,NA,NA,NA,NA,187.5,NA,NA,NA,NA,NA,NA,NA,-1.6216862334532,2.92269412898728,-0.920189297250063,-2.58063651050728,-6.69672751600898,1.47326630940944,2.93295516073232,-0.104473975838034,0.0669753985697551,-0.563645110859364,"LC","Artiodactyla","Bovidae","Damaliscus","http://www.gbif.org/species/2441041"
"Damaliscus_pygargus",707,1.25,1.1,84500,23.875,243,152,6792,21189.56,NA,21.53333333,NA,0.999315537,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,-1.62144097066079,2.92215465536372,-0.91977311684047,-2.57916124484941,-6.69197907016066,1.47216054189562,2.93005650477476,-0.104354652631592,0.0668844346081751,-0.562619219120523,"LC","Artiodactyla","Bovidae","Damaliscus","http://www.gbif.org/species/2441042"
"Dorcatragus_megalotis",NA,1,NA,10918.12,14,NA,NA,NA,NA,NA,7.541666667,NA,NA,NA,NA,NA,82.249,NA,NA,NA,NA,NA,NA,NA,-1.61998056644723,2.91893969157107,-0.91727601457885,-2.57028246589311,-6.66329944555161,1.46547475339264,2.9124212926207,-0.103625747435765,0.0663255591449006,-0.556236697102426,"VU","Artiodactyla","Bovidae","Dorcatragus","http://www.gbif.org/species/2441197"
"Eudorcas_rufifrons",365,1,1.5,25000,20,172.365,102,2600,NA,NA,17.22916667,NA,0.52019165,NA,NA,NA,129.25,NA,NA,NA,NA,NA,NA,NA,-1.61930100872513,2.91744320207459,-0.916110562072057,-2.56613359131105,-6.64987956938836,1.46234501224971,2.90414617801031,-0.103283186938195,0.0660623333302868,-0.55321646850154,"VU","Artiodactyla","Bovidae","Eudorcas","http://www.gbif.org/species/7261425"
"Eudorcas_rufina",NA,1,NA,27000,14.5,175.0035,NA,NA,NA,NA,14.4875,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,NA,-1.61927653872213,2.91738938023277,-0.91606905200178,-2.56598646587627,-6.64940608609536,1.46223475753554,2.90385723464997,-0.10327129475314,0.0660532699537931,-0.553114314726113,NA,"Artiodactyla","Bovidae","Eudorcas","http://www.gbif.org/species/4262625"
"Eudorcas_thomsonii",365,1,1.5,23197.67,20,170.74596,101.9803,2576.875,NA,NA,14.835,180,0.530869268,NA,NA,16500,93.25,NA,NA,NA,NA,NA,NA,730.5,-1.61928204501636,2.91740146678283,-0.916078219790722,-2.56601871230024,-6.64950893688983,1.46225864167948,2.9039188312691,-0.103273802940224,0.0660551521792708,-0.553134801037902,"LC","Artiodactyla","Bovidae","Eudorcas","http://www.gbif.org/species/7261427"
"Gazella_arabica",476,1.5,1.245,24124.67,20.8,169.43796,121.744,2250,NA,NA,18.3,685,0.906228611,NA,NA,NA,130.6425,NA,NA,37.556,NA,NA,NA,NA,-1.61632058211514,2.91088515686975,-0.911036451116543,-2.54812321707505,-6.59182058919122,1.44881856867333,2.86859267816783,-0.101817054672826,0.0649418648000305,-0.540511004216556,"VU","Artiodactyla","Bovidae","Gazella","http://www.gbif.org/species/5220158"
"Gazella_bennettii",485.11,1.22,1.1,22278.415,23.7,172,88,2200,5505,NA,18.3,637,0.925188227,NA,15620,NA,130.6425,NA,NA,43.7775,NA,NA,NA,NA,-1.61912128318319,2.91704762150415,-0.915803756121536,-2.56504341833134,-6.64636085151659,1.46152491942076,2.90198590340227,-0.103193976113067,0.0659940179607325,-0.552438421194316,"LC","Artiodactyla","Bovidae","Gazella","http://www.gbif.org/species/5220147"
"Gazella_cuvieri",348.89828,1.23,NA,20348.835,17.9,170.87298,NA,NA,NA,NA,11.74166667,180,0.750171116,NA,NA,16500,134,NA,NA,NA,NA,NA,NA,730.5,-1.61640936564548,2.91108058851186,-0.911188128599066,-2.54866233539358,-6.59356128655997,1.44922430786692,2.86966210127573,-0.101861234340455,0.0649757142515371,-0.540896942437997,"VU","Artiodactyla","Bovidae","Gazella","http://www.gbif.org/species/5220148"
"Gazella_dorcas",498.97,1.22,1,47386.47,23.7,156,117.9395,2168.055,5505,NA,20.775,637,0.962354552,NA,15620,NA,160,NA,NA,43.7775,NA,NA,NA,NA,-1.6192493617719,2.91732944780705,-0.916021847742335,-2.56581758334066,-6.64885669043707,1.46210640868497,2.9035145341943,-0.103257018580655,0.0660422033138708,-0.55298496106451,"VU","Artiodactyla","Bovidae","Gazella","http://www.gbif.org/species/5220149"
"Gazella_gazella",476,1.475,1.245,35318.235,20.8,169.43796,121.744,2250,NA,NA,19.50416667,685,0.906228611,NA,NA,NA,160,NA,NA,37.556,NA,NA,NA,NA,-1.61928186805146,2.91740098870894,-0.916077294614378,-2.56601454038718,-6.64949217093583,1.46225450112577,2.90390438944573,-0.103273111429125,0.0660545196396397,-0.553125056489593,"EN","Artiodactyla","Bovidae","Gazella","http://www.gbif.org/species/5220154"
"Gazella_leptoceros",157,1,NA,24645.75,14.6,167.29,NA,4640,NA,NA,14.27916667,NA,NA,NA,NA,NA,136.6335,NA,NA,NA,NA,NA,NA,NA,-1.61635581108451,2.9109626977083,-0.911096596415781,-2.54833694025563,-6.59251044967257,1.448979353832,2.86901624907118,-0.101834547340352,0.0649552611278697,-0.540663595832017,"EN","Artiodactyla","Bovidae","Gazella","http://www.gbif.org/species/5220150"
